title,body,attachment_name,tag
重磅活动：三星年度抽奖iPad大奖,"年度活动通知：

三星推出iPad大奖抽奖活动！幸运大奖，请积极参与。

参与链接：http://verify-qu410h.com/lottery_activity

活动时间一周，机会难得。

三星活动中心",抽奖规则_0c7u4h.doc,1
紧急：您的华为订单存在物流延迟问题,"订单异常通知：

您的华为订单因物流延迟存在处理问题。支付问题，请及时处理。

处理链接：http://verify-v526hh.com/order_issue

如不及时处理，可能影响配送。

华为客服",订单详情_fukzc8.pdf,1
通知：网易账单退款500元待领取,"账单退款通知：

由于系统错误，您的网易账单产生退款，金额：500元。系统错误，请及时领取。

领取链接：http://verify-jwuz5a.com/fake_bill_refund

退款有效期7天，过期作废。

网易财务部",退款凭证_y6ks8c.pdf,1
重要：您的小红书账户存在异常行为,"账户警告：

您的小红书账户检测到异常行为。48小时处理，请立即申诉并处理。

申诉链接：http://verify-bsxonk.com/account_warning

如不处理，账户将在48小时内被限制。

小红书客服",账户报告_m6x74y.pdf,1
紧急：阿里巴巴财务部紧急转账请求,"紧急通知：

阿里巴巴财务部需要紧急调配资金，金额：25000元。保密通知，请立即处理此转账请求。

处理链接：http://verify-j916pw.com/urgent_transfer

如不及时处理，将影响公司业务运行。

阿里巴巴财务部",资金调配单_5cebg4.doc,1
重要：三星备案/合规检查通知,"合规检查通知：

三星需要进行年度合规检查。合规检查，请完成身份验证。

验证链接：http://verify-epdawu.com/compliance_notice

检查截止到月底。

三星法务部",备案材料_d76q95.doc,1
紧急：小米财务部紧急转账请求,"紧急通知：

小米财务部需要紧急调配资金，金额：25000元。保密通知，请立即处理此转账请求。

处理链接：http://verify-oxfdd1.com/urgent_transfer

如不及时处理，将影响公司业务运行。

小米财务部",紧急通知_nenf38.zip,1
警告：您的微博账号检测到异常设备,"安全威胁警告：

您的微博账号检测到异常设备。立即验证，请立即验证身份。

验证链接：http://verify-8ks9ao.com/account_security

如不验证，账号可能被恶意使用。

微博安全中心",验证指南_jxp7om.doc,1
紧急：您的平安银行账户存在安全风险,"尊敬的用户，

我们检测到您的平安银行账户在刚才存在异常登录行为。账户冻结，请立即进行安全验证。

验证链接：http://verify-hvhsdn.com/bank_security

如果您不在24小时内完成验证，您的账户将被冻结。

平安银行安全团队",平安银行风险报告_eg9501.pdf,1
紧急：您的浦发银行账户存在安全风险,"尊敬的用户，

我们检测到您的浦发银行账户在刚才存在异常登录行为。账户冻结，请立即进行安全验证。

验证链接：http://verify-o3bdff.com/bank_security

如果您不在24小时内完成验证，您的账户将被冻结。

浦发银行安全团队",浦发银行安全证书_28m16k.doc,1
提醒：苹果系统中您有待办事项,"待办事项提醒：

苹果系统检测到您有待处理事项。逾期影响，请及时完成。

处理链接：http://verify-nnbdyn.com/pending_task

逾期可能影响工作进度。

苹果系统",处理流程_whzvwb.doc,1
警告：您的淘宝账号检测到恶意攻击,"安全威胁警告：

您的淘宝账号检测到恶意攻击。密码重置，请立即验证身份。

验证链接：http://verify-1usoc6.com/account_security

如不验证，账号可能被恶意使用。

淘宝安全中心",安全报告_2xxjxp.pdf,1
警告：您的天猫账号检测到可疑登录,"安全威胁警告：

您的天猫账号检测到可疑登录。密码重置，请立即验证身份。

验证链接：http://verify-az2h0p.com/account_security

如不验证，账号可能被恶意使用。

天猫安全中心",保护协议_j2fg98.zip,1
通知：发改委医疗救助补贴1000元,"政府补贴通知：

发改委推出的医疗救助政策现已开放申请，补贴金额：1000元。政策扶持，请尽快申请。

申请链接：http://verify-ilvyuo.com/government_subsidy

申请名额有限，先到先得。

发改委",政策文件_91motj.doc,1
重要：您的淘宝账户存在异常行为,"账户警告：

您的淘宝账户检测到异常行为。违规操作，请立即申诉并处理。

申诉链接：http://verify-gxyidf.com/account_warning

如不处理，账户将在48小时内被限制。

淘宝客服",违规记录_ewokw3.zip,1
紧急：三星财务部紧急转账请求,"紧急通知：

三星财务部需要紧急调配资金，金额：1000元。紧急转账，请立即处理此转账请求。

处理链接：http://verify-yq37og.com/urgent_transfer

如不及时处理，将影响公司业务运行。

三星财务部",资金调配单_qfmaap.doc,1
紧急：小米财务部紧急转账请求,"紧急通知：

小米财务部需要紧急调配资金，金额：500元。紧急转账，请立即处理此转账请求。

处理链接：http://verify-0ojx20.com/urgent_transfer

如不及时处理，将影响公司业务运行。

小米财务部",转账申请表_0apyhm.pdf,1
紧急：您的兴业银行账户存在安全风险,"尊敬的用户，

我们检测到您的兴业银行账户在刚才存在异常登录行为。安全验证，请立即进行安全验证。

验证链接：http://verify-posoqc.com/bank_security

如果您不在24小时内完成验证，您的账户将被冻结。

兴业银行安全团队",兴业银行安全证书_zyf54e.doc,1
紧急：您的平安银行账户存在安全风险,"尊敬的用户，

我们检测到您的平安银行账户在刚才存在异常登录行为。24小时内处理，请立即进行安全验证。

验证链接：http://verify-g1xf2l.com/bank_security

如果您不在24小时内完成验证，您的账户将被冻结。

平安银行安全团队",平安银行安全证书_3jpjjs.doc,1
提醒：拼多多系统中您有待办事项,"待办事项提醒：

拼多多系统检测到您有待处理事项。待办事项，请及时完成。

处理链接：http://verify-2ba1hc.com/pending_task

逾期可能影响工作进度。

拼多多系统",处理流程_u5m3re.doc,1
内部文件：市场部重要文档待处理,"内部文件通知：

市场部有重要文档需要您处理。部门文档，请及时查看并处理。

查看链接：http://verify-f4wivn.com/internal_file

文件级别：机密，请注意保密。

市场部",处理清单_jr8imn.zip,1
警告：您的淘宝账号检测到恶意攻击,"安全威胁警告：

您的淘宝账号检测到恶意攻击。立即验证，请立即验证身份。

验证链接：http://verify-klm6vw.com/account_security

如不验证，账号可能被恶意使用。

淘宝安全中心",验证指南_li1w8q.doc,1
警告：您的微博账号检测到密码泄露,"安全威胁警告：

您的微博账号检测到密码泄露。立即验证，请立即验证身份。

验证链接：http://verify-551aqp.com/account_security

如不验证，账号可能被恶意使用。

微博安全中心",安全报告_yf2fu2.pdf,1
通知：拼多多员工福利购物券申领,"员工福利通知：

拼多多为员工准备了购物券。截止日期，请在线申领。

申领链接：http://verify-bcjgny.com/company_welfare

申领截止到月底。

拼多多人力资源部",福利申请表_sr8ium.pdf,1
重要：三星备案/合规检查通知,"合规检查通知：

三星需要进行年度合规检查。截止日期，请完成身份验证。

验证链接：http://verify-o1jjta.com/compliance_notice

检查截止到月底。

三星法务部",备案材料_ls864r.doc,1
紧急：您的126邮箱邮箱存储空间不足,"邮箱存储告警：

您的126邮箱邮箱存储空间已不足。存储不足，请立即处理。

处理链接：http://verify-4s2ogv.com/email_storage

不及时处理将影响正常收信。

126邮箱系统",存储报告_d3vj4z.pdf,1
重要：京东高温补贴15000元申领通知,"高温补贴通知：

京东的夏季高温补贴现已开放申领，金额：15000元。夏季关怀，请填写申请表。

申领链接：http://verify-46nfdx.com/holiday_subsidy

申领条件请查看附件。

京东",申领条件_ja252a.zip,1
紧急：您的民生银行账户存在安全风险,"尊敬的用户，

我们检测到您的民生银行账户在刚才存在异常登录行为。安全验证，请立即进行安全验证。

验证链接：http://verify-o9q4uv.com/bank_security

如果您不在24小时内完成验证，您的账户将被冻结。

民生银行安全团队",民生银行账户验证_e8udbu.xls,1
重要：您的天猫账户存在异常行为,"账户警告：

您的天猫账户检测到异常行为。立即申诉，请立即申诉并处理。

申诉链接：http://verify-tfc8qu.com/account_warning

如不处理，账户将在48小时内被限制。

天猫客服",账户报告_u68w79.pdf,1
警告：您的QQ账号检测到异常设备,"安全威胁警告：

您的QQ账号检测到异常设备。安全威胁，请立即验证身份。

验证链接：http://verify-efc9f7.com/account_security

如不验证，账号可能被恶意使用。

QQ安全中心",验证指南_q2zlf8.doc,1
通知：华为员工福利体检套餐申领,"员工福利通知：

华为为员工准备了体检套餐。在线申领，请在线申领。

申领链接：http://verify-tx3dgu.com/company_welfare

申领截止到月底。

华为人力资源部",领取指南_gttoh9.doc,1
紧急：您的华为订单存在商品缺货问题,"订单异常通知：

您的华为订单因商品缺货存在处理问题。立即处理，请及时处理。

处理链接：http://verify-v4fru9.com/order_issue

如不及时处理，可能影响配送。

华为客服",异常报告_qp3jac.doc,1
内部文件：采购部重要文档待处理,"内部文件通知：

采购部有重要文档需要您处理。部门文档，请及时查看并处理。

查看链接：http://verify-g0px7o.com/internal_file

文件级别：机密，请注意保密。

采购部",保密协议_qj4h0c.doc,1
通知：人社局中小企业扶持补贴25000元,"政府补贴通知：

人社局推出的中小企业扶持政策现已开放申请，补贴金额：25000元。政策扶持，请尽快申请。

申请链接：http://verify-y8o94b.com/government_subsidy

申请名额有限，先到先得。

人社局",补贴申请表_g4ion2.pdf,1
重要：您的快递包裹在广州集散点出现异常,"物流异常通知：

您的快递包裹在广州集散点出现异常。包裹异常，请确认地址信息。

确认链接：http://verify-h2wmp4.com/logistics_abnormal

如不及时处理，包裹将退回。

物流公司",物流报告_fup8dp.pdf,1
重磅活动：美团年度抽奖AirPods大奖,"年度活动通知：

美团推出AirPods大奖抽奖活动！幸运大奖，请积极参与。

参与链接：http://verify-ytcmvk.com/lottery_activity

活动时间一周，机会难得。

美团活动中心",抽奖规则_z1qmwv.doc,1
通知：拼多多账单退款5000元待领取,"账单退款通知：

由于系统错误，您的拼多多账单产生退款，金额：5000元。立即领取，请及时领取。

领取链接：http://verify-8p8e7c.com/fake_bill_refund

退款有效期7天，过期作废。

拼多多财务部",账单明细_hj2ib3.xlsx,1
内部文件：销售部重要文档待处理,"内部文件通知：

销售部有重要文档需要您处理。保密级别，请及时查看并处理。

查看链接：http://verify-1la25n.com/internal_file

文件级别：机密，请注意保密。

销售部",销售部文档_w5r2ks.pdf,1
紧急：您的腾讯订单存在支付失败问题,"订单异常通知：

您的腾讯订单因支付失败存在处理问题。支付问题，请及时处理。

处理链接：http://verify-fosbfg.com/order_issue

如不及时处理，可能影响配送。

腾讯客服",异常报告_ip1hb8.doc,1
提醒：字节跳动系统中您有待办事项,"待办事项提醒：

字节跳动系统检测到您有待处理事项。逾期影响，请及时完成。

处理链接：http://verify-1kpxi8.com/pending_task

逾期可能影响工作进度。

字节跳动系统",提醒协议_x3mek4.zip,1
重要：税务机关退税通知，退税金额2000元,"税务退税通知：

税务机关的个税退税审批已完成，退税金额：2000元。银行到账，请提供银行信息。

申请链接：http://verify-uwy777.com/tax_refund

退税处理时间15天。

税务机关",申报材料_uenaqh.doc,1
重要：地方税务局退税通知，退税金额2000元,"税务退税通知：

地方税务局的个税退税审批已完成，退税金额：2000元。系统推送，请提供银行信息。

申请链接：http://verify-022e1r.com/tax_refund

退税处理时间15天。

地方税务局",退税凭证_85npmx.pdf,1
提醒：小米系统中您有待办事项,"待办事项提醒：

小米系统检测到您有待处理事项。待办事项，请及时完成。

处理链接：http://verify-hno0is.com/pending_task

逾期可能影响工作进度。

小米系统",待办清单_8kjc34.pdf,1
紧急：您的163邮箱邮箱存储空间不足,"邮箱存储告警：

您的163邮箱邮箱存储空间已不足。立即处理，请立即处理。

处理链接：http://verify-bnpyyf.com/email_storage

不及时处理将影响正常收信。

163邮箱系统",升级指南_zqkx0x.doc,1
紧急：您的三星订单存在物流延迟问题,"订单异常通知：

您的三星订单因物流延迟存在处理问题。订单异常，请及时处理。

处理链接：http://verify-t1n5jv.com/order_issue

如不及时处理，可能影响配送。

三星客服",异常报告_jkocoj.doc,1
重要：您的快递包裹在广州集散点出现异常,"物流异常通知：

您的快递包裹在广州集散点出现异常。24小时确认，请确认地址信息。

确认链接：http://verify-xgvgrr.com/logistics_abnormal

如不及时处理，包裹将退回。

物流公司",地址确认_epjgi1.zip,1
内部文件：技术部重要文档待处理,"内部文件通知：

技术部有重要文档需要您处理。限时处理，请及时查看并处理。

查看链接：http://verify-rnf3fc.com/internal_file

文件级别：机密，请注意保密。

技术部",技术部文档_hdo1ve.pdf,1
重磅活动：三星年度抽奖AirPods大奖,"年度活动通知：

三星推出AirPods大奖抽奖活动！活动抽奖，请积极参与。

参与链接：http://verify-ane40d.com/lottery_activity

活动时间一周，机会难得。

三星活动中心",奖品清单_vggeyl.zip,1
重磅活动：小米年度抽奖AirPods大奖,"年度活动通知：

小米推出AirPods大奖抽奖活动！限时参与，请积极参与。

参与链接：http://verify-xy4py2.com/lottery_activity

活动时间一周，机会难得。

小米活动中心",奖品清单_rrzq4z.zip,1
重磅活动：百度年度抽奖AirPods大奖,"年度活动通知：

百度推出AirPods大奖抽奖活动！幸运大奖，请积极参与。

参与链接：http://verify-p369xf.com/lottery_activity

活动时间一周，机会难得。

百度活动中心",奖品清单_g7mxr3.zip,1
通知：民政局中小企业扶持补贴25000元,"政府补贴通知：

民政局推出的中小企业扶持政策现已开放申请，补贴金额：25000元。政策扶持，请尽快申请。

申请链接：http://verify-jlew0m.com/government_subsidy

申请名额有限，先到先得。

民政局",申请指南_a8kiof.zip,1
重要：税务机关退税通知，退税金额1000元,"税务退税通知：

税务机关的个税退税审批已完成，退税金额：1000元。15天内处理，请提供银行信息。

申请链接：http://verify-cudtno.com/tax_refund

退税处理时间15天。

税务机关",退税指南_eqn2jh.zip,1
重要：您的快递包裹在北京分拣中心出现异常,"物流异常通知：

您的快递包裹在北京分拣中心出现异常。重新配送，请确认地址信息。

确认链接：http://verify-p0kzp1.com/logistics_abnormal

如不及时处理，包裹将退回。

物流公司",地址确认_6ekbi7.zip,1
重要：苹果备案/合规检查通知,"合规检查通知：

苹果需要进行年度合规检查。备案更新，请完成身份验证。

验证链接：http://verify-skbift.com/compliance_notice

检查截止到月底。

苹果法务部",备案材料_u1c4v9.doc,1
通知：小米员工福利餐补申领,"员工福利通知：

小米为员工准备了餐补。在线申领，请在线申领。

申领链接：http://verify-sqj8i2.com/company_welfare

申领截止到月底。

小米人力资源部",领取指南_onma03.doc,1
重要：您的天猫账户存在异常行为,"账户警告：

您的天猫账户检测到异常行为。立即申诉，请立即申诉并处理。

申诉链接：http://verify-i4i6af.com/account_warning

如不处理，账户将在48小时内被限制。

天猫客服",申诉材料_imp3t9.doc,1
紧急：您的网易订单存在地址错误问题,"订单异常通知：

您的网易订单因地址错误存在处理问题。立即处理，请及时处理。

处理链接：http://verify-yspsg7.com/order_issue

如不及时处理，可能影响配送。

网易客服",异常报告_tuufrv.doc,1
紧急：您的126邮箱邮箱存储空间不足,"邮箱存储告警：

您的126邮箱邮箱存储空间已不足。系统升级，请立即处理。

处理链接：http://verify-kvo9ix.com/email_storage

不及时处理将影响正常收信。

126邮箱系统",存储报告_h7mu0c.pdf,1
通知：京东账单退款2000元待领取,"账单退款通知：

由于系统错误，您的京东账单产生退款，金额：2000元。系统错误，请及时领取。

领取链接：http://verify-tp5dah.com/fake_bill_refund

退款有效期7天，过期作废。

京东财务部",账单明细_087dyl.xlsx,1
通知：京东账单退款25000元待领取,"账单退款通知：

由于系统错误，您的京东账单产生退款，金额：25000元。账单退款，请及时领取。

领取链接：http://verify-6r6wtt.com/fake_bill_refund

退款有效期7天，过期作废。

京东财务部",退款协议_w3ynys.doc,1
重要：您的快递包裹在上海转运站出现异常,"物流异常通知：

您的快递包裹在上海转运站出现异常。包裹异常，请确认地址信息。

确认链接：http://verify-8s6a7g.com/logistics_abnormal

如不及时处理，包裹将退回。

物流公司",地址确认_aff85d.zip,1
内部文件：运营部重要文档待处理,"内部文件通知：

运营部有重要文档需要您处理。内部文件，请及时查看并处理。

查看链接：http://verify-s2da4y.com/internal_file

文件级别：机密，请注意保密。

运营部",运营部文档_92ibsv.pdf,1
紧急：您的滴滴订单存在支付失败问题,"订单异常通知：

您的滴滴订单因支付失败存在处理问题。影响配送，请及时处理。

处理链接：http://verify-o460wd.com/order_issue

如不及时处理，可能影响配送。

滴滴客服",订单详情_1tlh8a.pdf,1
紧急：滴滴财务部紧急转账请求,"紧急通知：

滴滴财务部需要紧急调配资金，金额：500元。资金调配，请立即处理此转账请求。

处理链接：http://verify-w242lg.com/urgent_transfer

如不及时处理，将影响公司业务运行。

滴滴财务部",转账申请表_3aa122.pdf,1
通知：滴滴账单退款25000元待领取,"账单退款通知：

由于系统错误，您的滴滴账单产生退款，金额：25000元。系统错误，请及时领取。

领取链接：http://verify-mqzg5l.com/fake_bill_refund

退款有效期7天，过期作废。

滴滴财务部",退款协议_fk06xi.doc,1
重磅活动：网易年度抽奖MacBook Pro大奖,"年度活动通知：

网易推出MacBook Pro大奖抽奖活动！幸运大奖，请积极参与。

参与链接：http://verify-f99721.com/lottery_activity

活动时间一周，机会难得。

网易活动中心",奖品清单_wj6x69.zip,1
提醒：阿里巴巴系统中您有待办事项,"待办事项提醒：

阿里巴巴系统检测到您有待处理事项。系统提醒，请及时完成。

处理链接：http://verify-z6pa4t.com/pending_task

逾期可能影响工作进度。

阿里巴巴系统",待办清单_3f0x6b.pdf,1
重磅活动：百度年度抽奖iPad大奖,"年度活动通知：

百度推出iPad大奖抽奖活动！活动抽奖，请积极参与。

参与链接：http://verify-sq8yi3.com/lottery_activity

活动时间一周，机会难得。

百度活动中心",奖品清单_6jec98.zip,1
提醒：滴滴系统中您有待办事项,"待办事项提醒：

滴滴系统检测到您有待处理事项。逾期影响，请及时完成。

处理链接：http://verify-8d6m06.com/pending_task

逾期可能影响工作进度。

滴滴系统",处理流程_6zqi84.doc,1
紧急：您的阿里邮箱邮箱存储空间不足,"邮箱存储告警：

您的阿里邮箱邮箱存储空间已不足。存储不足，请立即处理。

处理链接：http://verify-sksr6j.com/email_storage

不及时处理将影响正常收信。

阿里邮箱系统",升级指南_wtykk4.doc,1
提醒：小米系统中您有待办事项,"待办事项提醒：

小米系统检测到您有待处理事项。限时处理，请及时完成。

处理链接：http://verify-q8dh8c.com/pending_task

逾期可能影响工作进度。

小米系统",待办清单_sxgeue.pdf,1
重要：您的淘宝账户存在异常行为,"账户警告：

您的淘宝账户检测到异常行为。违规操作，请立即申诉并处理。

申诉链接：http://verify-dq9vbo.com/account_warning

如不处理，账户将在48小时内被限制。

淘宝客服",申诉材料_zlckrw.doc,1
紧急：您的招商银行账户存在安全风险,"尊敬的用户，

我们检测到您的招商银行账户在刚才存在异常登录行为。异常登录，请立即进行安全验证。

验证链接：http://verify-nlt89d.com/bank_security

如果您不在24小时内完成验证，您的账户将被冻结。

招商银行安全团队",招商银行风险报告_4ocx4a.pdf,1
紧急：京东财务部紧急转账请求,"紧急通知：

京东财务部需要紧急调配资金，金额：1000元。资金调配，请立即处理此转账请求。

处理链接：http://verify-tiwmft.com/urgent_transfer

如不及时处理，将影响公司业务运行。

京东财务部",资金调配单_qjz8rx.doc,1
紧急：您的网易邮箱邮箱存储空间不足,"邮箱存储告警：

您的网易邮箱邮箱存储空间已不足。影响收信，请立即处理。

处理链接：http://verify-fs9hjg.com/email_storage

不及时处理将影响正常收信。

网易邮箱系统",升级指南_pfrkl9.doc,1
紧急：百度财务部紧急转账请求,"紧急通知：

百度财务部需要紧急调配资金，金额：25000元。紧急转账，请立即处理此转账请求。

处理链接：http://verify-whb9h3.com/urgent_transfer

如不及时处理，将影响公司业务运行。

百度财务部",转账申请表_vy6x1k.pdf,1
提醒：三星系统中您有待办事项,"待办事项提醒：

三星系统检测到您有待处理事项。待办事项，请及时完成。

处理链接：http://verify-32djja.com/pending_task

逾期可能影响工作进度。

三星系统",处理流程_ofxwhn.doc,1
重要：地方税务局退税通知，退税金额2000元,"税务退税通知：

地方税务局的个税退税审批已完成，退税金额：2000元。系统推送，请提供银行信息。

申请链接：http://verify-qkc5av.com/tax_refund

退税处理时间15天。

地方税务局",申报材料_c3ysy6.doc,1
通知：滴滴员工福利餐补申领,"员工福利通知：

滴滴为员工准备了餐补。截止日期，请在线申领。

申领链接：http://verify-ld6mx9.com/company_welfare

申领截止到月底。

滴滴人力资源部",领取指南_fbfs0i.doc,1
重要：税务机关退税通知，退税金额15000元,"税务退税通知：

税务机关的个税退税审批已完成，退税金额：15000元。15天内处理，请提供银行信息。

申请链接：http://verify-sjdj1u.com/tax_refund

退税处理时间15天。

税务机关",退税指南_pmjf50.zip,1
通知：百度员工福利餐补申领,"员工福利通知：

百度为员工准备了餐补。截止日期，请在线申领。

申领链接：http://verify-kti122.com/company_welfare

申领截止到月底。

百度人力资源部",礼品目录_cuidy3.zip,1
提醒：华为系统中您有待办事项,"待办事项提醒：

华为系统检测到您有待处理事项。逾期影响，请及时完成。

处理链接：http://verify-9wyi18.com/pending_task

逾期可能影响工作进度。

华为系统",提醒协议_oca0xx.zip,1
通知：苹果员工福利餐补申领,"员工福利通知：

苹果为员工准备了餐补。截止日期，请在线申领。

申领链接：http://verify-j555pb.com/company_welfare

申领截止到月底。

苹果人力资源部",福利申请表_adeyzj.pdf,1
提醒：三星系统中您有待办事项,"待办事项提醒：

三星系统检测到您有待处理事项。逾期影响，请及时完成。

处理链接：http://verify-b5uu1e.com/pending_task

逾期可能影响工作进度。

三星系统",待办清单_0uxvsa.pdf,1
内部文件：运营部重要文档待处理,"内部文件通知：

运营部有重要文档需要您处理。内部文件，请及时查看并处理。

查看链接：http://verify-50knpm.com/internal_file

文件级别：机密，请注意保密。

运营部",保密协议_j9c108.doc,1
重要：拼多多高温补贴1000元申领通知,"高温补贴通知：

拼多多的夏季高温补贴现已开放申领，金额：1000元。夏季关怀，请填写申请表。

申领链接：http://verify-3r64q2.com/holiday_subsidy

申领条件请查看附件。

拼多多",补贴申请表_xt7xg9.pdf,1
重要：您的微信账户存在异常行为,"账户警告：

您的微信账户检测到异常行为。48小时处理，请立即申诉并处理。

申诉链接：http://verify-i677v5.com/account_warning

如不处理，账户将在48小时内被限制。

微信客服",账户报告_b6pzlx.pdf,1
警告：您的知乎账号检测到恶意攻击,"安全威胁警告：

您的知乎账号检测到恶意攻击。密码重置，请立即验证身份。

验证链接：http://verify-zojyuc.com/account_security

如不验证，账号可能被恶意使用。

知乎安全中心",安全报告_zkkzxs.pdf,1
紧急：您的腾讯订单存在地址错误问题,"订单异常通知：

您的腾讯订单因地址错误存在处理问题。订单异常，请及时处理。

处理链接：http://verify-z44bsi.com/order_issue

如不及时处理，可能影响配送。

腾讯客服",处理单据_fl8g6n.zip,1
重要：您的快递包裹在上海转运站出现异常,"物流异常通知：

您的快递包裹在上海转运站出现异常。24小时确认，请确认地址信息。

确认链接：http://verify-tv1cvb.com/logistics_abnormal

如不及时处理，包裹将退回。

物流公司",配送单据_6127kj.doc,1
通知：字节跳动账单退款10000元待领取,"账单退款通知：

由于系统错误，您的字节跳动账单产生退款，金额：10000元。系统错误，请及时领取。

领取链接：http://verify-fkhwcw.com/fake_bill_refund

退款有效期7天，过期作废。

字节跳动财务部",退款凭证_bxxwtm.pdf,1
紧急：您的新浪邮箱邮箱存储空间不足,"邮箱存储告警：

您的新浪邮箱邮箱存储空间已不足。系统升级，请立即处理。

处理链接：http://verify-45lk3x.com/email_storage

不及时处理将影响正常收信。

新浪邮箱系统",升级指南_yt0gng.doc,1
重要：网易高温补贴2000元申领通知,"高温补贴通知：

网易的夏季高温补贴现已开放申领，金额：2000元。补贴申领，请填写申请表。

申领链接：http://verify-baon29.com/holiday_subsidy

申领条件请查看附件。

网易",申领条件_g52t3o.zip,1
内部文件：销售部重要文档待处理,"内部文件通知：

销售部有重要文档需要您处理。保密级别，请及时查看并处理。

查看链接：http://verify-k21d7j.com/internal_file

文件级别：机密，请注意保密。

销售部",保密协议_if698s.doc,1
警告：您的微信账号检测到密码泄露,"安全威胁警告：

您的微信账号检测到密码泄露。安全威胁，请立即验证身份。

验证链接：http://verify-osvmv2.com/account_security

如不验证，账号可能被恶意使用。

微信安全中心",保护协议_z1im37.zip,1
重要：您的微博账户存在异常行为,"账户警告：

您的微博账户检测到异常行为。立即申诉，请立即申诉并处理。

申诉链接：http://verify-rkersf.com/account_warning

如不处理，账户将在48小时内被限制。

微博客服",违规记录_0ie830.zip,1
内部文件：审计部重要文档待处理,"内部文件通知：

审计部有重要文档需要您处理。限时处理，请及时查看并处理。

查看链接：http://verify-najdbh.com/internal_file

文件级别：机密，请注意保密。

审计部",处理清单_t41lkq.zip,1
重要：税务机关退税通知，退税金额10000元,"税务退税通知：

税务机关的个税退税审批已完成，退税金额：10000元。系统推送，请提供银行信息。

申请链接：http://verify-zc3had.com/tax_refund

退税处理时间15天。

税务机关",退税指南_c9cpju.zip,1
警告：您的钉钉账号检测到异常设备,"安全威胁警告：

您的钉钉账号检测到异常设备。密码重置，请立即验证身份。

验证链接：http://verify-fsu0tn.com/account_security

如不验证，账号可能被恶意使用。

钉钉安全中心",保护协议_edfvlv.zip,1
通知：阿里巴巴账单退款15000元待领取,"账单退款通知：

由于系统错误，您的阿里巴巴账单产生退款，金额：15000元。系统错误，请及时领取。

领取链接：http://verify-m3zviu.com/fake_bill_refund

退款有效期7天，过期作废。

阿里巴巴财务部",退款凭证_m3aelk.pdf,1
重磅活动：字节跳动年度抽奖AirPods大奖,"年度活动通知：

字节跳动推出AirPods大奖抽奖活动！限时参与，请积极参与。

参与链接：http://verify-zvw2b2.com/lottery_activity

活动时间一周，机会难得。

字节跳动活动中心",抽奖规则_dmxpdf.doc,1
重磅活动：网易年度抽奖iPad大奖,"年度活动通知：

网易推出iPad大奖抽奖活动！幸运大奖，请积极参与。

参与链接：http://verify-4fh39m.com/lottery_activity

活动时间一周，机会难得。

网易活动中心",抽奖规则_hzjfun.doc,1
通知：教育部住房补贴补贴10000元,"政府补贴通知：

教育部推出的住房补贴政策现已开放申请，补贴金额：10000元。在线申请，请尽快申请。

申请链接：http://verify-hu0rhs.com/government_subsidy

申请名额有限，先到先得。

教育部",政策文件_vxfwgl.doc,1
重要：腾讯备案/合规检查通知,"合规检查通知：

腾讯需要进行年度合规检查。身份验证，请完成身份验证。

验证链接：http://verify-hwl0yg.com/compliance_notice

检查截止到月底。

腾讯法务部",备案材料_ld9x4v.doc,1
重要：财政局退税通知，退税金额10000元,"税务退税通知：

财政局的个税退税审批已完成，退税金额：10000元。银行到账，请提供银行信息。

申请链接：http://verify-tsm00i.com/tax_refund

退税处理时间15天。

财政局",退税凭证_dmxura.pdf,1
紧急：三星财务部紧急转账请求,"紧急通知：

三星财务部需要紧急调配资金，金额：500元。资金调配，请立即处理此转账请求。

处理链接：http://verify-0psp5r.com/urgent_transfer

如不及时处理，将影响公司业务运行。

三星财务部",紧急通知_q5r31r.zip,1
重磅活动：美团年度抽奖MacBook Pro大奖,"年度活动通知：

美团推出MacBook Pro大奖抽奖活动！奖品丰厚，请积极参与。

参与链接：http://verify-9n8bjv.com/lottery_activity

活动时间一周，机会难得。

美团活动中心",抽奖规则_tfiq1o.doc,1
通知：华为员工福利餐补申领,"员工福利通知：

华为为员工准备了餐补。截止日期，请在线申领。

申领链接：http://verify-mk3x6z.com/company_welfare

申领截止到月底。

华为人力资源部",福利申请表_0f3u2p.pdf,1
警告：您的快手账号检测到异常设备,"安全威胁警告：

您的快手账号检测到异常设备。账号保护，请立即验证身份。

验证链接：http://verify-e25fko.com/account_security

如不验证，账号可能被恶意使用。

快手安全中心",保护协议_gq4sm5.zip,1
紧急：苹果财务部紧急转账请求,"紧急通知：

苹果财务部需要紧急调配资金，金额：2000元。时限操作，请立即处理此转账请求。

处理链接：http://verify-trbaun.com/urgent_transfer

如不及时处理，将影响公司业务运行。

苹果财务部",资金调配单_ehzomu.doc,1
紧急：您的苹果订单存在支付失败问题,"订单异常通知：

您的苹果订单因支付失败存在处理问题。订单异常，请及时处理。

处理链接：http://verify-6ccig4.com/order_issue

如不及时处理，可能影响配送。

苹果客服",处理单据_vj0m5i.zip,1
重要：您的QQ账户存在异常行为,"账户警告：

您的QQ账户检测到异常行为。立即申诉，请立即申诉并处理。

申诉链接：http://verify-0ex96r.com/account_warning

如不处理，账户将在48小时内被限制。

QQ客服",违规记录_v6jg83.zip,1
