title,body,attachment_name,tag
合作协议签署相关事宜,"法务部、采购部：

我司与D公司的合作协议已基本确定，现需法务部门审核合同条款。审核通过后即可签署正式协议。

预计合作金额为200万元。

销售部
2025年11月27日",合作协议草案.docx,0
知识产权风险防范警示,"研发中心全体人员：

近期发现行业内多起知识产权侵权案例，请大家高度重视：在日常工作中要严格遵守知识产权相关法律法规，确保公司及个人合法权益。

如发现问题，请及时报告法务部。

法务部
2025年11月27日",,0
11月客户满意度调查结果,"各部门负责人：

11月份客户满意度调查已完成，整体满意度为92.3%。主要反馈：
- 产品性能：95%满意
- 服务态度：93%满意
- 响应速度：88%满意

请各部门针对不足之处制定改进措施。

客服部
2025年11月27日",满意度调查表.xlsx,0
ERP系统权限申请处理通知,"各部门申请ERP系统权限的员工：

本月权限申请已处理完毕，共批准23份申请。获得权限的员工请按操作手册使用系统。

下次权限申请时间为下月5日前。

IT部
2025年11月27日",权限申请表.xlsx,0
服务器日志告警处理报告,"技术团队：

现将本周服务器日志告警处理情况汇报如下：
- CPU使用率告警：5次（均已处理）
- 磁盘空间告警：3次（已扩容）
- 网络连接告警：2次（已排查修复）

详细报告见附件。

运维部
2025年11月27日",告警处理报告.xlsx,0
双 12 预售今晚 8 点，买 1 赠 1,"尊敬的用户：

双12购物狂欢节即将开始！

预售时间：11月27日 20:00开始
活动规则：全场商品买1送1（部分商品除外）
限时优惠：前1000名下单用户额外9折

收藏商品，准备抢购！

淘宝天猫
2025年11月27日",活动详情.pdf,0
11月考勤异常情况通报,"各部门员工：

现将11月份考勤异常情况通报如下：
1. 迟到3次以上人员：李某、王某、赵某
2. 早退人员：张某、陈某
3. 旷工人员：刘某（已按规定扣除工资）

请以上人员于12月1日前向部门负责人说明情况。

人事部
2025年11月27日",考勤统计表.xlsx,0
12月1日0点-4点系统维护通知,"各位同事：

为提升系统性能，公司将于12月1日凌晨0:00-4:00进行系统维护。维护期间业务系统将暂停服务。

请提前做好工作安排，感谢理解与配合。

IT部
2025年11月27日",维护计划书.pdf,0
YouTube频道更新通知：美食教程系列,"您好！

您订阅的""美食大师""频道刚刚发布了新视频：
《家常红烧肉制作技巧详解》

新视频亮点：
- 详细的制作步骤
- 独家调味秘诀
- 常见问题解答

立即观看吧！

YouTube团队
2025年11月27日",产品说明.pdf,0
11月份销售业绩通报,"各位同事：

现将11月份销售业绩通报如下：
- 华东区：完成率110%
- 华北区：完成率95%
- 华南区：完成率105%
- 西南区：完成率102%

恭喜华东区超额完成任务！

销售部
2025年11月27日

---
IT部
人事部",销售业绩统计.xlsx,0
支付宝账号找回密码验证,"尊敬的用户：

您正在申请找回支付宝账号密码，验证码：652839。请在30分钟内完成验证。

如非本人操作，请忽略此邮件。

支付宝
2025年11月27日",,0
12月1日0点-4点系统维护通知,"各位同事：

为提升系统性能，公司将于12月1日凌晨0:00-4:00进行系统维护。维护期间业务系统将暂停服务。

请提前做好工作安排，感谢理解与配合。

IT部
2025年11月27日",维护计划书.pdf,0
微信账号安全验证通知,"您好！

检测到您的微信账号在新设备上登录，为保护账号安全，请进行验证。

如非本人操作，请及时修改密码。

微信安全中心
2025年11月27日",,0
LinkedIn邀请：您有新的职场连接邀请,"您好！

李明（高级产品经理，腾讯）向您发送了LinkedIn连接邀请。

李明留言：""您好，看到您在产品管理方面有丰富经验，希望能够交流学习。""

您可以：
- 接受邀请，建立连接
- 暂时忽略
- 发送消息回复

LinkedIn团队
2025年11月27日",培训资料.pptx,0
您有一条交通违章未处理（编号 1234）,"车主您好：

您的车辆有以下交通违章记录：
违章时间：2025年11月20日 14:30
违章地点：北京市朝阳区建国门外大街
违章行为：违反禁令标志指示
违章代码：1345
处理时限：请于15日内处理

可通过以下方式处理：
1. 交管12123APP
2. 各大队违法处理窗口

北京市交管局
2025年11月27日",违章详情单.pdf,0
品牌联合营销活动方案讨论,"营销团队：

关于与E公司的品牌联合营销活动，现已制定初步方案。请各位于12月2日参加方案讨论会，共同完善活动细节。

讨论会时间：15:00-17:00
地点：会议室B

市场部
2025年11月27日",营销方案草案.pptx,0
12306：您的高铁票已出票（车次 G89）,"旅客您好：

您预订的火车票已出票成功：
车次：G89
日期：2025年12月1日
区间：北京南 → 上海虹桥
发车时间：14:00
到达时间：18:30
座位号：06车01B号

请持身份证原件进站乘车。

中国铁路12306
2025年11月27日",车票电子凭证.pdf,0
您有一条交通违章未处理（编号 1234）,"车主您好：

您的车辆有以下交通违章记录：
违章时间：2025年11月20日 14:30
违章地点：北京市朝阳区建国门外大街
违章行为：违反禁令标志指示
违章代码：1345
处理时限：请于15日内处理

可通过以下方式处理：
1. 交管12123APP
2. 各大队违法处理窗口

北京市交管局
2025年11月27日",违章详情单.pdf,0
测试环境部署完成通知,"开发团队：

测试环境已部署完成，可进行新版本测试。请各位开发人员及时将代码部署到测试环境。

测试环境地址：https://test.internal.company.com

测试部
2025年11月27日",,0
11月报销截止提醒（附操作指南）,"公司员工：

11月份费用报销单据提交截止时间为11月30日。请各位同事及时整理相关单据，按流程提交报销申请。

新员工可参考附件中的报销操作指南。

财务部
2025年11月27日",报销操作指南.pdf,0
【版本更新】V3.2.1已上线，修复3个高危BUG,"各位同事：

产品V3.2.1版本已于今日正式上线，主要更新如下：
1. 修复了影响数据安全的3个高危BUG
2. 优化了用户界面响应速度
3. 增强了系统稳定性

建议用户及时更新版本。

研发部
2025年11月27日

---
客服中心
IT部",版本更新说明.pdf,0
2026年展会参展计划,"各部门：

现制定2026年展会参展计划，预计参加8个重要展会。请各部门根据业务需要提出参展建议。

请于12月15日前反馈意见。

市场部
2025年11月27日",展会计划表.xlsx,0
2025年Q4预算使用预警通知,"各部门负责人：

截至11月底，Q4预算执行情况如下：
- 市场部：预算执行率达95%
- 研发部：预算执行率达88%
- 销售部：预算执行率达92%

请各部门合理控制费用支出，避免超预算。

财务部
2025年11月27日",预算执行报告.xlsx,0
支付宝账号找回密码验证,"尊敬的用户：

您正在申请找回支付宝账号密码，验证码：652839。请在30分钟内完成验证。

如非本人操作，请忽略此邮件。

支付宝
2025年11月27日

---
运维部
客服部",预算表.xlsx,0
11月客户满意度调查结果,"各部门负责人：

11月份客户满意度调查已完成，整体满意度为92.3%。主要反馈：
- 产品性能：95%满意
- 服务态度：93%满意
- 响应速度：88%满意

请各部门针对不足之处制定改进措施。

客服部
2025年11月27日",满意度调查表.xlsx,0
客户回访计划执行情况通报,"客服团队：

11月客户回访计划执行情况：
- 计划回访客户：150家
- 实际回访：142家
- 回访完成率：94.7%
- 客户反馈：积极正面

请继续按计划执行回访工作。

客服部
2025年11月27日",回访统计表.xlsx,0
招商银行信用卡 11 月电子账单,"尊敬的客户：

您的招商银行信用卡2025年11月账单已生成。
账单金额：¥3,256.78
还款日期：2025年12月15日

详情请登录手机银行查看。

招商银行信用卡中心
2025年11月27日",11月信用卡账单.pdf,0
11月份销售业绩通报,"各位同事：

现将11月份销售业绩通报如下：
- 华东区：完成率110%
- 华北区：完成率95%
- 华南区：完成率105%
- 西南区：完成率102%

恭喜华东区超额完成任务！

销售部
2025年11月27日",销售业绩统计.xlsx,0
直播带货今晚开播：李佳琦专场,"粉丝朋友们：

李佳琦今晚8点开播！
直播时间：19:00-23:00
直播间：佳琦专场
推荐品类：美妆、护肤、彩妆

直播间专属优惠：
- 全场商品额外8.8折
- 买二送一
- 限量礼盒套装

不见不散！

淘宝直播
2025年11月27日",,0
知识产权风险防范警示,"研发中心全体人员：

近期发现行业内多起知识产权侵权案例，请大家高度重视：在日常工作中要严格遵守知识产权相关法律法规，确保公司及个人合法权益。

如发现问题，请及时报告法务部。

法务部
2025年11月27日",,0
11月考勤异常情况通报,"各部门员工：

现将11月份考勤异常情况通报如下：
1. 迟到3次以上人员：李某、王某、赵某
2. 早退人员：张某、陈某
3. 旷工人员：刘某（已按规定扣除工资）

请以上人员于12月1日前向部门负责人说明情况。

人事部
2025年11月27日",考勤统计表.xlsx,0
11月报销截止提醒（附操作指南）,"公司员工：

11月份费用报销单据提交截止时间为11月30日。请各位同事及时整理相关单据，按流程提交报销申请。

新员工可参考附件中的报销操作指南。

财务部
2025年11月27日",报销操作指南.pdf,0
重点项目客户跟进情况汇报,"销售总监：

本月重点项目跟进情况如下：
- A公司：已进入合同谈判阶段
- B公司：已提交技术方案，待反馈
- C公司：下月安排产品演示

本月签约金额预计达到500万元。

销售部 李华
2025年11月27日",客户跟进表.xlsx,0
同学聚会邀请：十年之约,"各位同窗好友：

还记得十年前的那个毕业季吗？我们约定十年后再聚首。

现在，约定的时间到了！
聚会时间：2025年12月20日 19:00
聚会地点：学校附近的老地方餐厅

请于12月10日前回复是否参加。

期待与大家重聚！

班长王强
2025年11月27日",聚会详细安排.pdf,0
知识产权风险防范警示,"研发中心全体人员：

近期发现行业内多起知识产权侵权案例，请大家高度重视：在日常工作中要严格遵守知识产权相关法律法规，确保公司及个人合法权益。

如发现问题，请及时报告法务部。

法务部
2025年11月27日",,0
36Kr 早报：字节再战外卖，腾讯音乐Q3营收下滑,"各位早安！

今天是2025年11月27日，以下是36氪为您准备的科技早报：

1. 字节跳动重新布局外卖市场，挑战美团饿了么
2. 腾讯音乐Q3营收同比下滑15%，付费用户增长放缓
3. 百度文心一言用户数突破1亿大关
4. 小米汽车SU7交付量突破5000台

更多资讯请访问36氪官网。

36氪团队
2025年11月27日",技术文档.pdf,0
2025年元旦放假安排通知,"公司各部门：

根据国务院办公厅关于2025年部分节假日安排的通知，现将我司元旦放假安排通知如下：

2025年1月1日放假，与周末连休。2025年1月2日、3日正常上班。

请各部门提前安排好工作。

行政部
2025年11月27日",流程图.pdf,0
新修订考勤管理制度学习通知,"全体员工：

根据公司发展需要，现对《员工考勤管理制度》进行了修订。新制度将于2025年12月1日正式实施。

请各部门组织员工学习新制度，确保人人知晓并严格执行。

人力资源部
2025年11月27日",考勤管理制度.pdf,0
2026年展会参展计划,"各部门：

现制定2026年展会参展计划，预计参加8个重要展会。请各部门根据业务需要提出参展建议。

请于12月15日前反馈意见。

市场部
2025年11月27日",展会计划表.xlsx,0
数据库安全漏洞修复通知,"各部门：

系统检测到数据库存在安全漏洞，IT部已紧急修复并完成测试。现已恢复服务，请正常使用。

此次修复不影响正常业务操作。

IT部
2025年11月27日",项目计划书.pdf,0
11月份销售业绩通报,"各位同事：

现将11月份销售业绩通报如下：
- 华东区：完成率110%
- 华北区：完成率95%
- 华南区：完成率105%
- 西南区：完成率102%

恭喜华东区超额完成任务！

销售部
2025年11月27日",销售业绩统计.xlsx,0
携程酒店预订确认函,"尊敬的客人：

您的酒店预订已确认：
酒店：上海希尔顿酒店
房型：高级大床房
入住日期：2025年12月1日
退房日期：2025年12月3日
预订号：CT20251127

如需修改或取消，请提前联系客服。

携程旅行网
2025年11月27日",酒店确认函.pdf,0
去哪儿：11-30 北京-成都 3U8888 出票成功,"尊敬的乘客：

您预订的航班已成功出票：
航班号：3U8888
日期：2025年11月30日
航线：北京首都机场T3 → 成都双流机场T2
起飞时间：08:20
到达时间：11:35

请提前2小时到达机场办理值机手续。

去哪儿网
2025年11月27日",电子行程单.pdf,0
2026年展会参展计划,"各部门：

现制定2026年展会参展计划，预计参加8个重要展会。请各部门根据业务需要提出参展建议。

请于12月15日前反馈意见。

市场部
2025年11月27日",展会计划表.xlsx,0
招商银行信用卡 11 月电子账单,"尊敬的客户：

您的招商银行信用卡2025年11月账单已生成。
账单金额：¥3,256.78
还款日期：2025年12月15日

详情请登录手机银行查看。

招商银行信用卡中心
2025年11月27日",11月信用卡账单.pdf,0
2025年元旦放假安排通知,"公司各部门：

根据国务院办公厅关于2025年部分节假日安排的通知，现将我司元旦放假安排通知如下：

2025年1月1日放假，与周末连休。2025年1月2日、3日正常上班。

请各部门提前安排好工作。

行政部
2025年11月27日",,0
知识产权风险防范警示,"研发中心全体人员：

近期发现行业内多起知识产权侵权案例，请大家高度重视：在日常工作中要严格遵守知识产权相关法律法规，确保公司及个人合法权益。

如发现问题，请及时报告法务部。

法务部
2025年11月27日",,0
ERP系统权限申请处理通知,"各部门申请ERP系统权限的员工：

本月权限申请已处理完毕，共批准23份申请。获得权限的员工请按操作手册使用系统。

下次权限申请时间为下月5日前。

IT部
2025年11月27日",权限申请表.xlsx,0
罗辑思维第286期：科技与人文的思考,"各位罗友：

第286期《罗辑思维》已更新：科技与人文的思考

本期内容：
- 人工智能时代的哲学思辨
- 技术发展与人文关怀的平衡
- 未来社会的可能性

时长：45分钟

罗振宇
2025年11月27日",会议纪要.docx,0
关于《数据出境协议》的修订意见,"各部门负责人：

公司法务部门已完成《数据出境协议》修订工作，现征求各部门意见。请各部门于12月5日前反馈相关建议。

如有疑问，请联系法务部。

法务部
2025年11月27日",数据出境协议修订版.docx,0
2025年度财务决算准备工作通知,"各部门：

为做好2025年度财务决算工作，现需各部门配合完成以下工作：
1. 核对往来款项
2. 整理固定资产清单
3. 准备决算所需资料

请于12月15日前完成相关准备工作。

财务部
2025年11月27日",决算准备清单.xlsx,0
2025年Q4预算使用预警通知,"各部门负责人：

截至11月底，Q4预算执行情况如下：
- 市场部：预算执行率达95%
- 研发部：预算执行率达88%
- 销售部：预算执行率达92%

请各部门合理控制费用支出，避免超预算。

财务部
2025年11月27日",预算执行报告.xlsx,0
客户投诉处理结果反馈,"销售部、市场部：

现将本月客户投诉处理情况反馈如下：
- 投诉总数：12起
- 已处理：11起
- 处理中：1起
- 客户满意率：91.7%

请相关责任部门引起重视。

客服部
2025年11月27日",投诉处理记录.xlsx,0
2025年度财务决算准备工作通知,"各部门：

为做好2025年度财务决算工作，现需各部门配合完成以下工作：
1. 核对往来款项
2. 整理固定资产清单
3. 准备决算所需资料

请于12月15日前完成相关准备工作。

财务部
2025年11月27日",决算准备清单.xlsx,0
快递签收通知：您的包裹已签收,"您好！

您的快递包裹（顺丰速运，单号：SF9876543210）已于今日14:30由前台签收。

如有疑问，请联系快递员：138****5678

感谢您选择顺丰速运！

2025年11月27日",,0
邀请函：12月15日品牌发布会（含议程）,"尊敬的合作伙伴：

诚挚邀请您参加将于12月15日举办的品牌发布会。届时将发布公司最新产品线和战略规划。

发布会时间：14:00-17:00
发布会地点：希尔顿酒店会议厅

请于12月10日前确认出席。

市场部
2025年11月27日",发布会邀请函.pdf,0
11月报销截止提醒（附操作指南）,"公司员工：

11月份费用报销单据提交截止时间为11月30日。请各位同事及时整理相关单据，按流程提交报销申请。

新员工可参考附件中的报销操作指南。

财务部
2025年11月27日",报销操作指南.pdf,0
您有一条交通违章未处理（编号 1234）,"车主您好：

您的车辆有以下交通违章记录：
违章时间：2025年11月20日 14:30
违章地点：北京市朝阳区建国门外大街
违章行为：违反禁令标志指示
违章代码：1345
处理时限：请于15日内处理

可通过以下方式处理：
1. 交管12123APP
2. 各大队违法处理窗口

北京市交管局
2025年11月27日

---
财务部
人事部",违章详情单.pdf,0
Coursera：机器学习课程即将截止,"亲爱的学员：

您的""机器学习专项课程""作业提交截止日期临近：
课程：Machine Learning Specialization
作业：第5周编程作业
截止时间：2025年11月30日 23:59

请抓紧时间完成作业并提交。

祝学习顺利！

Coursera团队
2025年11月27日

---
行政部
财务部",作业说明.pdf,0
关于《数据出境协议》的修订意见,"各部门负责人：

公司法务部门已完成《数据出境协议》修订工作，现征求各部门意见。请各部门于12月5日前反馈相关建议。

如有疑问，请联系法务部。

法务部
2025年11月27日",数据出境协议修订版.docx,0
工单#12345已处理完成，请查收,"尊敬的客户：

您好！关于您反映的产品问题，我们的技术团队已经完成排查和修复。现已为您开通新功能权限。

如有任何其他问题，欢迎随时联系我们。

客服部
工单编号：#12345

2025年11月27日",,0
同学聚会邀请：十年之约,"各位同窗好友：

还记得十年前的那个毕业季吗？我们约定十年后再聚首。

现在，约定的时间到了！
聚会时间：2025年12月20日 19:00
聚会地点：学校附近的老地方餐厅

请于12月10日前回复是否参加。

期待与大家重聚！

班长王强
2025年11月27日",聚会详细安排.pdf,0
新员工入职指引：欢迎王五加入市场部,"各位同事：

热烈欢迎王五同志加入市场部，担任市场专员职务。王五同学将于2025年12月1日正式报到，请各部门予以配合。

人力资源部
2025年11月27日",合同草案.docx,0
会员日专享福利：满300减50,"尊贵的会员：

本月会员日特别优惠：
活动时间：2025年11月28日-30日
优惠力度：满300减50，部分商品8.8折
专享福利：会员积分双倍赠送

快来选购您的心仪商品！

京东商城
2025年11月27日",优惠商品清单.pdf,0
36Kr 早报：字节再战外卖，腾讯音乐Q3营收下滑,"各位早安！

今天是2025年11月27日，以下是36氪为您准备的科技早报：

1. 字节跳动重新布局外卖市场，挑战美团饿了么
2. 腾讯音乐Q3营收同比下滑15%，付费用户增长放缓
3. 百度文心一言用户数突破1亿大关
4. 小米汽车SU7交付量突破5000台

更多资讯请访问36氪官网。

36氪团队
2025年11月27日

---
财务部
销售部",,0
品牌联合营销活动方案讨论,"营销团队：

关于与E公司的品牌联合营销活动，现已制定初步方案。请各位于12月2日参加方案讨论会，共同完善活动细节。

讨论会时间：15:00-17:00
地点：会议室B

市场部
2025年11月27日",营销方案草案.pptx,0
V3.3新功能需求评审会议通知,"产品、开发、测试团队：

V3.3版本新功能需求评审会议安排如下：
时间：12月3日 14:00-16:00
地点：会议室A
参会人员：产品经理、开发负责人、测试负责人

请准时参加。

产品部
2025年11月27日",需求文档.docx,0
供应商合同审批流程优化通知,"采购部、各项目负责人：

为提高合同审批效率，公司对供应商合同审批流程进行了优化调整。新流程将于12月1日起执行。

具体流程见附件。

法务部
2025年11月27日

---
陈专员
法务部",合同审批流程图.pdf,0
您有一条交通违章未处理（编号 1234）,"车主您好：

您的车辆有以下交通违章记录：
违章时间：2025年11月20日 14:30
违章地点：北京市朝阳区建国门外大街
违章行为：违反禁令标志指示
违章代码：1345
处理时限：请于15日内处理

可通过以下方式处理：
1. 交管12123APP
2. 各大队违法处理窗口

北京市交管局
2025年11月27日",违章详情单.pdf,0
Re: 贵司采购意向书（附正式报价）,"王总，您好！

感谢贵司对我们产品的信任。关于贵司采购意向，我们已制定详细报价方案。附件为正式报价单，请查收。

如有任何疑问，欢迎随时联系。期待合作！

销售部 张明
电话：138****8888

2025年11月27日",产品报价单.pdf,0
在线考试成绩通知,"同学您好：

您的""Python数据分析""在线课程考试成绩已发布：
考试日期：2025年11月25日
成绩：92分
等级：优秀

您可以在学习平台查看详细成绩分析。

课程平台
2025年11月27日",成绩单.pdf,0
关于《数据出境协议》的修订意见,"各部门负责人：

公司法务部门已完成《数据出境协议》修订工作，现征求各部门意见。请各部门于12月5日前反馈相关建议。

如有疑问，请联系法务部。

法务部
2025年11月27日",数据出境协议修订版.docx,0
携程酒店预订确认函,"尊敬的客人：

您的酒店预订已确认：
酒店：上海希尔顿酒店
房型：高级大床房
入住日期：2025年12月1日
退房日期：2025年12月3日
预订号：CT20251127

如需修改或取消，请提前联系客服。

携程旅行网
2025年11月27日

---
客服部
销售部",酒店确认函.pdf,0
12月1日0点-4点系统维护通知,"各位同事：

为提升系统性能，公司将于12月1日凌晨0:00-4:00进行系统维护。维护期间业务系统将暂停服务。

请提前做好工作安排，感谢理解与配合。

IT部
2025年11月27日",维护计划书.pdf,0
您有一条交通违章未处理（编号 1234）,"车主您好：

您的车辆有以下交通违章记录：
违章时间：2025年11月20日 14:30
违章地点：北京市朝阳区建国门外大街
违章行为：违反禁令标志指示
违章代码：1345
处理时限：请于15日内处理

可通过以下方式处理：
1. 交管12123APP
2. 各大队违法处理窗口

北京市交管局
2025年11月27日",违章详情单.pdf,0
支付宝账号找回密码验证,"尊敬的用户：

您正在申请找回支付宝账号密码，验证码：652839。请在30分钟内完成验证。

如非本人操作，请忽略此邮件。

支付宝
2025年11月27日",数据报表.xlsx,0
工单#12345已处理完成，请查收,"尊敬的客户：

您好！关于您反映的产品问题，我们的技术团队已经完成排查和修复。现已为您开通新功能权限。

如有任何其他问题，欢迎随时联系我们。

客服部
工单编号：#12345

2025年11月27日",,0
数据库安全漏洞修复通知,"各部门：

系统检测到数据库存在安全漏洞，IT部已紧急修复并完成测试。现已恢复服务，请正常使用。

此次修复不影响正常业务操作。

IT部
2025年11月27日",培训资料.pptx,0
快递签收通知：您的包裹已签收,"您好！

您的快递包裹（顺丰速运，单号：SF9876543210）已于今日14:30由前台签收。

如有疑问，请联系快递员：138****5678

感谢您选择顺丰速运！

2025年11月27日",,0
会员日专享福利：满300减50,"尊贵的会员：

本月会员日特别优惠：
活动时间：2025年11月28日-30日
优惠力度：满300减50，部分商品8.8折
专享福利：会员积分双倍赠送

快来选购您的心仪商品！

京东商城
2025年11月27日",优惠商品清单.pdf,0
关于开具2025年度发票的重要通知,"各部门负责人：

临近年末，各部门如有开具发票需求，请及时与财务部联系。我们将于12月20日前停止开具发票，请合理安排时间。

特殊情况请提前说明。

财务部
2025年11月27日",,0
客户回访计划执行情况通报,"客服团队：

11月客户回访计划执行情况：
- 计划回访客户：150家
- 实际回访：142家
- 回访完成率：94.7%
- 客户反馈：积极正面

请继续按计划执行回访工作。

客服部
2025年11月27日",回访统计表.xlsx,0
【抖音】验证码 4782，5 分钟内有效,"尊敬的用户，您正在进行账号登录验证。验证码：4782，5分钟内有效。请勿泄露给他人。

如果这不是您的操作，请忽略此邮件。

抖音团队
2025年11月27日",培训资料.pptx,0
电子税务局：个人所得税申报提醒,"纳税人：

根据税法规定，请您在规定时间内完成个人所得税年度汇算清缴：
申报期间：2025年3月1日至6月30日
建议申报时间：2025年4月15日前

请登录电子税务局或下载手机APP进行申报。

国家税务总局
2025年11月27日",申报指南.pdf,0
新修订考勤管理制度学习通知,"全体员工：

根据公司发展需要，现对《员工考勤管理制度》进行了修订。新制度将于2025年12月1日正式实施。

请各部门组织员工学习新制度，确保人人知晓并严格执行。

人力资源部
2025年11月27日",考勤管理制度.pdf,0
合作协议签署相关事宜,"法务部、采购部：

我司与D公司的合作协议已基本确定，现需法务部门审核合同条款。审核通过后即可签署正式协议。

预计合作金额为200万元。

销售部
2025年11月27日",合作协议草案.docx,0
11月份销售业绩通报,"各位同事：

现将11月份销售业绩通报如下：
- 华东区：完成率110%
- 华北区：完成率95%
- 华南区：完成率105%
- 西南区：完成率102%

恭喜华东区超额完成任务！

销售部
2025年11月27日",销售业绩统计.xlsx,0
支付宝账号找回密码验证,"尊敬的用户：

您正在申请找回支付宝账号密码，验证码：652839。请在30分钟内完成验证。

如非本人操作，请忽略此邮件。

支付宝
2025年11月27日",,0
2025年Q4预算使用预警通知,"各部门负责人：

截至11月底，Q4预算执行情况如下：
- 市场部：预算执行率达95%
- 研发部：预算执行率达88%
- 销售部：预算执行率达92%

请各部门合理控制费用支出，避免超预算。

财务部
2025年11月27日",预算执行报告.xlsx,0
LinkedIn邀请：您有新的职场连接邀请,"您好！

李明（高级产品经理，腾讯）向您发送了LinkedIn连接邀请。

李明留言：""您好，看到您在产品管理方面有丰富经验，希望能够交流学习。""

您可以：
- 接受邀请，建立连接
- 暂时忽略
- 发送消息回复

LinkedIn团队
2025年11月27日",,0
YouTube频道更新通知：美食教程系列,"您好！

您订阅的""美食大师""频道刚刚发布了新视频：
《家常红烧肉制作技巧详解》

新视频亮点：
- 详细的制作步骤
- 独家调味秘诀
- 常见问题解答

立即观看吧！

YouTube团队
2025年11月27日",数据报表.xlsx,0
36Kr 早报：字节再战外卖，腾讯音乐Q3营收下滑,"各位早安！

今天是2025年11月27日，以下是36氪为您准备的科技早报：

1. 字节跳动重新布局外卖市场，挑战美团饿了么
2. 腾讯音乐Q3营收同比下滑15%，付费用户增长放缓
3. 百度文心一言用户数突破1亿大关
4. 小米汽车SU7交付量突破5000台

更多资讯请访问36氪官网。

36氪团队
2025年11月27日",预算表.xlsx,0
36Kr 早报：字节再战外卖，腾讯音乐Q3营收下滑,"各位早安！

今天是2025年11月27日，以下是36氪为您准备的科技早报：

1. 字节跳动重新布局外卖市场，挑战美团饿了么
2. 腾讯音乐Q3营收同比下滑15%，付费用户增长放缓
3. 百度文心一言用户数突破1亿大关
4. 小米汽车SU7交付量突破5000台

更多资讯请访问36氪官网。

36氪团队
2025年11月27日",项目计划书.pdf,0
Re: 贵司采购意向书（附正式报价）,"王总，您好！

感谢贵司对我们产品的信任。关于贵司采购意向，我们已制定详细报价方案。附件为正式报价单，请查收。

如有任何疑问，欢迎随时联系。期待合作！

销售部 张明
电话：138****8888

2025年11月27日",产品报价单.pdf,0
天猫双11购物节订单确认,"亲爱的买家：

恭喜您成功参与双11购物节！您的订单TM2025已确认，我们将尽快为您安排发货。

商品明细和物流信息会及时更新。

天猫商城
2025年11月27日",订单详情.pdf,0
服务器日志告警处理报告,"技术团队：

现将本周服务器日志告警处理情况汇报如下：
- CPU使用率告警：5次（均已处理）
- 磁盘空间告警：3次（已扩容）
- 网络连接告警：2次（已排查修复）

详细报告见附件。

运维部
2025年11月27日",告警处理报告.xlsx,0
携程酒店预订确认函,"尊敬的客人：

您的酒店预订已确认：
酒店：上海希尔顿酒店
房型：高级大床房
入住日期：2025年12月1日
退房日期：2025年12月3日
预订号：CT20251127

如需修改或取消，请提前联系客服。

携程旅行网
2025年11月27日",酒店确认函.pdf,0
产品发布PR稿审核意见,"产品部、公关团队：

现已完成产品发布PR稿初稿审核，主要修改建议如下：
1. 突出产品核心功能特点
2. 增加客户案例支撑
3. 优化语言表达

请按建议修改后重新提交。

市场部
2025年11月27日",PR稿修改版.docx,0
去哪儿：11-30 北京-成都 3U8888 出票成功,"尊敬的乘客：

您预订的航班已成功出票：
航班号：3U8888
日期：2025年11月30日
航线：北京首都机场T3 → 成都双流机场T2
起飞时间：08:20
到达时间：11:35

请提前2小时到达机场办理值机手续。

去哪儿网
2025年11月27日",电子行程单.pdf,0
供应商合同审批流程优化通知,"采购部、各项目负责人：

为提高合同审批效率，公司对供应商合同审批流程进行了优化调整。新流程将于12月1日起执行。

具体流程见附件。

法务部
2025年11月27日",合同审批流程图.pdf,0
本周技术分享会邀请,"团队同事：

本周五下午2点举行技术分享会：
主题：微服务架构设计与实践
分享人：架构师刘工
地点：会议室A

欢迎大家参加讨论。

技术部
2025年11月27日",分享会议程.pdf,0
LinkedIn邀请：您有新的职场连接邀请,"您好！

李明（高级产品经理，腾讯）向您发送了LinkedIn连接邀请。

李明留言：""您好，看到您在产品管理方面有丰富经验，希望能够交流学习。""

您可以：
- 接受邀请，建立连接
- 暂时忽略
- 发送消息回复

LinkedIn团队
2025年11月27日",,0
双 12 预售今晚 8 点，买 1 赠 1,"尊敬的用户：

双12购物狂欢节即将开始！

预售时间：11月27日 20:00开始
活动规则：全场商品买1送1（部分商品除外）
限时优惠：前1000名下单用户额外9折

收藏商品，准备抢购！

淘宝天猫
2025年11月27日",活动详情.pdf,0
携程酒店预订确认函,"尊敬的客人：

您的酒店预订已确认：
酒店：上海希尔顿酒店
房型：高级大床房
入住日期：2025年12月1日
退房日期：2025年12月3日
预订号：CT20251127

如需修改或取消，请提前联系客服。

携程旅行网
2025年11月27日",酒店确认函.pdf,0
12306：您的高铁票已出票（车次 G89）,"旅客您好：

您预订的火车票已出票成功：
车次：G89
日期：2025年12月1日
区间：北京南 → 上海虹桥
发车时间：14:00
到达时间：18:30
座位号：06车01B号

请持身份证原件进站乘车。

中国铁路12306
2025年11月27日",车票电子凭证.pdf,0
【抖音】验证码 4782，5 分钟内有效,"尊敬的用户，您正在进行账号登录验证。验证码：4782，5分钟内有效。请勿泄露给他人。

如果这不是您的操作，请忽略此邮件。

抖音团队
2025年11月27日",,0
客户投诉处理结果反馈,"销售部、市场部：

现将本月客户投诉处理情况反馈如下：
- 投诉总数：12起
- 已处理：11起
- 处理中：1起
- 客户满意率：91.7%

请相关责任部门引起重视。

客服部
2025年11月27日",投诉处理记录.xlsx,0
